send_time,deliver_time,latency,source,destination,queue_depth
0,1.0,1.0,PS-1,SCADA,0
0,1.0,1.0,PS-2,SCADA,0
0,1.0,1.0,PS-3,SCADA,0
0,1.0,1.0,RTU-North,SCADA,0
0,1.0,1.0,RTU-South,SCADA,0
0,1.0,1.0,HOME-1,MDMS-North,0
0,1.0,1.0,HOME-2,MDMS-North,0
0,1.0,1.0,HOME-3,MDMS-North,0
0,1.0,1.0,HOME-4,MDMS-North,0
0,1.0,1.0,HOME-5,MDMS-North,0
0,1.0,1.0,HOME-6,MDMS-South,0
0,1.0,1.0,HOME-7,MDMS-South,0
0,1.0,1.0,HOME-8,MDMS-South,0
0,1.0,1.0,HOME-9,MDMS-South,0
0,1.0,1.0,HOME-10,MDMS-South,0
5,6.0,1.0,RTU-North,SCADA,0
5,6.0,1.0,RTU-South,SCADA,0
10,11.0,1.0,PS-1,SCADA,0
10,11.0,1.0,PS-2,SCADA,0
10,11.0,1.0,PS-3,SCADA,0
10,11.0,1.0,RTU-North,SCADA,0
10,11.0,1.0,RTU-South,SCADA,0
15,16.0,1.0,RTU-North,SCADA,0
15,16.0,1.0,RTU-South,SCADA,0
20,21.0,1.0,PS-1,SCADA,0
20,21.0,1.0,PS-2,SCADA,0
20,21.0,1.0,PS-3,SCADA,0
20,21.0,1.0,RTU-North,SCADA,0
20,21.0,1.0,RTU-South,SCADA,0
25,26.0,1.0,RTU-North,SCADA,0
25,26.0,1.0,RTU-South,SCADA,0
30,31.0,1.0,PS-1,SCADA,0
30,31.0,1.0,PS-2,SCADA,0
30,31.0,1.0,PS-3,SCADA,0
30,31.0,1.0,RTU-North,SCADA,0
30,31.0,1.0,RTU-South,SCADA,0
35,36.0,1.0,RTU-North,SCADA,0
35,36.0,1.0,RTU-South,SCADA,0
40,41.0,1.0,PS-1,SCADA,0
40,41.0,1.0,PS-2,SCADA,0
40,41.0,1.0,PS-3,SCADA,0
40,41.0,1.0,RTU-North,SCADA,0
40,41.0,1.0,RTU-South,SCADA,0
45,46.0,1.0,RTU-North,SCADA,0
45,46.0,1.0,RTU-South,SCADA,0
50,51.0,1.0,PS-1,SCADA,0
50,51.0,1.0,PS-2,SCADA,0
50,51.0,1.0,PS-3,SCADA,0
50,51.0,1.0,RTU-North,SCADA,0
50,51.0,1.0,RTU-South,SCADA,0
55,56.0,1.0,RTU-North,SCADA,0
55,56.0,1.0,RTU-South,SCADA,0
60,61.0,1.0,HOME-1,MDMS-North,0
60,61.0,1.0,HOME-2,MDMS-North,0
60,61.0,1.0,HOME-3,MDMS-North,0
60,61.0,1.0,HOME-4,MDMS-North,0
60,61.0,1.0,HOME-5,MDMS-North,0
60,61.0,1.0,HOME-6,MDMS-South,0
60,61.0,1.0,HOME-7,MDMS-South,0
60,61.0,1.0,HOME-8,MDMS-South,0
60,61.0,1.0,HOME-9,MDMS-South,0
60,61.0,1.0,HOME-10,MDMS-South,0
60,61.0,1.0,PS-1,SCADA,0
60,61.0,1.0,PS-2,SCADA,0
60,61.0,1.0,PS-3,SCADA,0
60,61.0,1.0,RTU-North,SCADA,0
60,61.0,1.0,RTU-South,SCADA,0
65,66.0,1.0,RTU-North,SCADA,0
65,66.0,1.0,RTU-South,SCADA,0
70,71.0,1.0,PS-1,SCADA,0
70,71.0,1.0,PS-2,SCADA,0
70,71.0,1.0,PS-3,SCADA,0
70,71.0,1.0,RTU-North,SCADA,0
70,71.0,1.0,RTU-South,SCADA,0
75,76.0,1.0,RTU-North,SCADA,0
75,76.0,1.0,RTU-South,SCADA,0
80,81.0,1.0,PS-1,SCADA,0
80,81.0,1.0,PS-2,SCADA,0
80,81.0,1.0,PS-3,SCADA,0
80,81.0,1.0,RTU-North,SCADA,0
80,81.0,1.0,RTU-South,SCADA,0
85,86.0,1.0,RTU-North,SCADA,0
85,86.0,1.0,RTU-South,SCADA,0
90,91.0,1.0,PS-1,SCADA,0
90,91.0,1.0,PS-2,SCADA,0
90,91.0,1.0,PS-3,SCADA,0
90,91.0,1.0,RTU-North,SCADA,0
90,91.0,1.0,RTU-South,SCADA,0
95,96.0,1.0,RTU-North,SCADA,0
95,96.0,1.0,RTU-South,SCADA,0
100,101.0,1.0,PS-1,SCADA,0
100,101.0,1.0,PS-2,SCADA,0
100,101.0,1.0,PS-3,SCADA,0
100,101.0,1.0,RTU-North,SCADA,0
100,101.0,1.0,RTU-South,SCADA,0
105,106.0,1.0,RTU-North,SCADA,0
105,106.0,1.0,RTU-South,SCADA,0
110,111.0,1.0,PS-1,SCADA,0
110,111.0,1.0,PS-2,SCADA,0
110,111.0,1.0,PS-3,SCADA,0
110,111.0,1.0,RTU-North,SCADA,0
110,111.0,1.0,RTU-South,SCADA,0
115,116.0,1.0,RTU-North,SCADA,0
115,116.0,1.0,RTU-South,SCADA,0
120,121.0,1.0,HOME-1,MDMS-North,0
120,121.0,1.0,HOME-2,MDMS-North,0
120,121.0,1.0,HOME-3,MDMS-North,0
120,121.0,1.0,HOME-4,MDMS-North,0
120,121.0,1.0,HOME-5,MDMS-North,0
120,121.0,1.0,HOME-6,MDMS-South,0
120,121.0,1.0,HOME-7,MDMS-South,0
120,121.0,1.0,HOME-8,MDMS-South,0
120,121.0,1.0,HOME-9,MDMS-South,0
120,121.0,1.0,HOME-10,MDMS-South,0
120,121.0,1.0,PS-1,SCADA,0
120,121.0,1.0,PS-2,SCADA,0
120,121.0,1.0,PS-3,SCADA,0
120,121.0,1.0,RTU-North,SCADA,0
120,121.0,1.0,RTU-South,SCADA,0
125,126.0,1.0,RTU-North,SCADA,0
125,126.0,1.0,RTU-South,SCADA,0
130,131.0,1.0,PS-1,SCADA,0
130,131.0,1.0,PS-2,SCADA,0
130,131.0,1.0,PS-3,SCADA,0
130,131.0,1.0,RTU-North,SCADA,0
130,131.0,1.0,RTU-South,SCADA,0
135,136.0,1.0,RTU-North,SCADA,0
135,136.0,1.0,RTU-South,SCADA,0
140,141.0,1.0,PS-1,SCADA,0
140,141.0,1.0,PS-2,SCADA,0
140,141.0,1.0,PS-3,SCADA,0
140,141.0,1.0,RTU-North,SCADA,0
140,141.0,1.0,RTU-South,SCADA,0
145,146.0,1.0,RTU-North,SCADA,0
145,146.0,1.0,RTU-South,SCADA,0
150,151.0,1.0,PS-1,SCADA,0
150,151.0,1.0,PS-2,SCADA,0
150,151.0,1.0,PS-3,SCADA,0
150,151.0,1.0,RTU-North,SCADA,0
150,151.0,1.0,RTU-South,SCADA,0
155,156.0,1.0,RTU-North,SCADA,0
155,156.0,1.0,RTU-South,SCADA,0
160,161.0,1.0,PS-1,SCADA,0
160,161.0,1.0,PS-2,SCADA,0
160,161.0,1.0,PS-3,SCADA,0
160,161.0,1.0,RTU-North,SCADA,0
160,161.0,1.0,RTU-South,SCADA,0
165,166.0,1.0,RTU-North,SCADA,0
165,166.0,1.0,RTU-South,SCADA,0
170,171.0,1.0,PS-1,SCADA,0
170,171.0,1.0,PS-2,SCADA,0
170,171.0,1.0,PS-3,SCADA,0
170,171.0,1.0,RTU-North,SCADA,0
170,171.0,1.0,RTU-South,SCADA,0
175,176.0,1.0,RTU-North,SCADA,0
175,176.0,1.0,RTU-South,SCADA,0
180,181.0,1.0,HOME-1,MDMS-North,0
180,181.0,1.0,HOME-2,MDMS-North,0
180,181.0,1.0,HOME-3,MDMS-North,0
180,181.0,1.0,HOME-4,MDMS-North,0
180,181.0,1.0,HOME-5,MDMS-North,0
180,181.0,1.0,HOME-6,MDMS-South,0
180,181.0,1.0,HOME-7,MDMS-South,0
180,181.0,1.0,HOME-8,MDMS-South,0
180,181.0,1.0,HOME-9,MDMS-South,0
180,181.0,1.0,HOME-10,MDMS-South,0
180,181.0,1.0,PS-1,SCADA,0
180,181.0,1.0,PS-2,SCADA,0
180,181.0,1.0,PS-3,SCADA,0
180,181.0,1.0,RTU-North,SCADA,0
180,181.0,1.0,RTU-South,SCADA,0
185,186.0,1.0,RTU-North,SCADA,0
185,186.0,1.0,RTU-South,SCADA,0
190,191.0,1.0,PS-1,SCADA,0
190,191.0,1.0,PS-2,SCADA,0
190,191.0,1.0,PS-3,SCADA,0
190,191.0,1.0,RTU-North,SCADA,0
190,191.0,1.0,RTU-South,SCADA,0
195,196.0,1.0,RTU-North,SCADA,0
195,196.0,1.0,RTU-South,SCADA,0
200,201.0,1.0,PS-1,SCADA,0
200,201.0,1.0,PS-2,SCADA,0
200,201.0,1.0,PS-3,SCADA,0
200,201.0,1.0,RTU-North,SCADA,0
200,201.0,1.0,RTU-South,SCADA,0
205,206.0,1.0,RTU-North,SCADA,0
205,206.0,1.0,RTU-South,SCADA,0
210,211.0,1.0,PS-1,SCADA,0
210,211.0,1.0,PS-2,SCADA,0
210,211.0,1.0,PS-3,SCADA,0
210,211.0,1.0,RTU-North,SCADA,0
210,211.0,1.0,RTU-South,SCADA,0
215,216.0,1.0,RTU-North,SCADA,0
215,216.0,1.0,RTU-South,SCADA,0
220,221.0,1.0,PS-1,SCADA,0
220,221.0,1.0,PS-2,SCADA,0
220,221.0,1.0,PS-3,SCADA,0
220,221.0,1.0,RTU-North,SCADA,0
220,221.0,1.0,RTU-South,SCADA,0
225,226.0,1.0,RTU-North,SCADA,0
225,226.0,1.0,RTU-South,SCADA,0
230,231.0,1.0,PS-1,SCADA,0
230,231.0,1.0,PS-2,SCADA,0
230,231.0,1.0,PS-3,SCADA,0
230,231.0,1.0,RTU-North,SCADA,0
230,231.0,1.0,RTU-South,SCADA,0
235,236.0,1.0,RTU-North,SCADA,0
235,236.0,1.0,RTU-South,SCADA,0
240,241.0,1.0,HOME-1,MDMS-North,0
240,241.0,1.0,HOME-2,MDMS-North,0
240,241.0,1.0,HOME-3,MDMS-North,0
240,241.0,1.0,HOME-4,MDMS-North,0
240,241.0,1.0,HOME-5,MDMS-North,0
240,241.0,1.0,HOME-6,MDMS-South,0
240,241.0,1.0,HOME-7,MDMS-South,0
240,241.0,1.0,HOME-8,MDMS-South,0
240,241.0,1.0,HOME-9,MDMS-South,0
240,241.0,1.0,HOME-10,MDMS-South,0
240,241.0,1.0,PS-1,SCADA,0
240,241.0,1.0,PS-2,SCADA,0
240,241.0,1.0,PS-3,SCADA,0
240,241.0,1.0,RTU-North,SCADA,0
240,241.0,1.0,RTU-South,SCADA,0
245,246.0,1.0,RTU-North,SCADA,0
245,246.0,1.0,RTU-South,SCADA,0
250,251.0,1.0,PS-1,SCADA,0
250,251.0,1.0,PS-2,SCADA,0
250,251.0,1.0,PS-3,SCADA,0
250,251.0,1.0,RTU-North,SCADA,0
250,251.0,1.0,RTU-South,SCADA,0
255,256.0,1.0,RTU-North,SCADA,0
255,256.0,1.0,RTU-South,SCADA,0
260,261.0,1.0,PS-1,SCADA,0
260,261.0,1.0,PS-2,SCADA,0
260,261.0,1.0,PS-3,SCADA,0
260,261.0,1.0,RTU-North,SCADA,0
260,261.0,1.0,RTU-South,SCADA,0
265,266.0,1.0,RTU-North,SCADA,0
265,266.0,1.0,RTU-South,SCADA,0
270,271.0,1.0,PS-1,SCADA,0
270,271.0,1.0,PS-2,SCADA,0
270,271.0,1.0,PS-3,SCADA,0
270,271.0,1.0,RTU-North,SCADA,0
270,271.0,1.0,RTU-South,SCADA,0
275,276.0,1.0,RTU-North,SCADA,0
275,276.0,1.0,RTU-South,SCADA,0
280,281.0,1.0,PS-1,SCADA,0
280,281.0,1.0,PS-2,SCADA,0
280,281.0,1.0,PS-3,SCADA,0
280,281.0,1.0,RTU-North,SCADA,0
280,281.0,1.0,RTU-South,SCADA,0
285,286.0,1.0,RTU-North,SCADA,0
285,286.0,1.0,RTU-South,SCADA,0
290,291.0,1.0,PS-1,SCADA,0
290,291.0,1.0,PS-2,SCADA,0
290,291.0,1.0,PS-3,SCADA,0
290,291.0,1.0,RTU-North,SCADA,0
290,291.0,1.0,RTU-South,SCADA,0
295,296.0,1.0,RTU-North,SCADA,0
295,296.0,1.0,RTU-South,SCADA,0
300,301.0,1.0,HOME-1,MDMS-North,0
300,301.0,1.0,HOME-2,MDMS-North,0
300,301.0,1.0,HOME-3,MDMS-North,0
300,301.0,1.0,HOME-4,MDMS-North,0
300,301.0,1.0,HOME-5,MDMS-North,0
300,301.0,1.0,HOME-6,MDMS-South,0
300,301.0,1.0,HOME-7,MDMS-South,0
300,301.0,1.0,HOME-8,MDMS-South,0
300,301.0,1.0,HOME-9,MDMS-South,0
300,301.0,1.0,HOME-10,MDMS-South,0
300,301.0,1.0,PS-1,SCADA,0
300,301.0,1.0,PS-2,SCADA,0
300,301.0,1.0,PS-3,SCADA,0
300,301.0,1.0,RTU-North,SCADA,0
300,301.0,1.0,RTU-South,SCADA,0
305,306.0,1.0,RTU-North,SCADA,0
305,306.0,1.0,RTU-South,SCADA,0
310,311.0,1.0,PS-1,SCADA,0
310,311.0,1.0,PS-2,SCADA,0
310,311.0,1.0,PS-3,SCADA,0
310,311.0,1.0,RTU-North,SCADA,0
310,311.0,1.0,RTU-South,SCADA,0
315,316.0,1.0,RTU-North,SCADA,0
315,316.0,1.0,RTU-South,SCADA,0
320,321.0,1.0,PS-1,SCADA,0
320,321.0,1.0,PS-2,SCADA,0
320,321.0,1.0,PS-3,SCADA,0
320,321.0,1.0,RTU-North,SCADA,0
320,321.0,1.0,RTU-South,SCADA,0
325,326.0,1.0,RTU-North,SCADA,0
325,326.0,1.0,RTU-South,SCADA,0
330,331.0,1.0,PS-1,SCADA,0
330,331.0,1.0,PS-2,SCADA,0
330,331.0,1.0,PS-3,SCADA,0
330,331.0,1.0,RTU-North,SCADA,0
330,331.0,1.0,RTU-South,SCADA,0
335,336.0,1.0,RTU-North,SCADA,0
335,336.0,1.0,RTU-South,SCADA,0
340,341.0,1.0,PS-1,SCADA,0
340,341.0,1.0,PS-2,SCADA,0
340,341.0,1.0,PS-3,SCADA,0
340,341.0,1.0,RTU-North,SCADA,0
340,341.0,1.0,RTU-South,SCADA,0
345,346.0,1.0,RTU-North,SCADA,0
345,346.0,1.0,RTU-South,SCADA,0
350,351.0,1.0,PS-1,SCADA,0
350,351.0,1.0,PS-2,SCADA,0
350,351.0,1.0,PS-3,SCADA,0
350,351.0,1.0,RTU-North,SCADA,0
350,351.0,1.0,RTU-South,SCADA,0
355,356.0,1.0,RTU-North,SCADA,0
355,356.0,1.0,RTU-South,SCADA,0
360,361.0,1.0,HOME-1,MDMS-North,0
360,361.0,1.0,HOME-2,MDMS-North,0
360,361.0,1.0,HOME-3,MDMS-North,0
360,361.0,1.0,HOME-4,MDMS-North,0
360,361.0,1.0,HOME-5,MDMS-North,0
360,361.0,1.0,HOME-6,MDMS-South,0
360,361.0,1.0,HOME-7,MDMS-South,0
360,361.0,1.0,HOME-8,MDMS-South,0
360,361.0,1.0,HOME-9,MDMS-South,0
360,361.0,1.0,HOME-10,MDMS-South,0
360,361.0,1.0,PS-1,SCADA,0
360,361.0,1.0,PS-2,SCADA,0
360,361.0,1.0,PS-3,SCADA,0
360,361.0,1.0,RTU-North,SCADA,0
360,361.0,1.0,RTU-South,SCADA,0
365,366.0,1.0,RTU-North,SCADA,0
365,366.0,1.0,RTU-South,SCADA,0
370,371.0,1.0,PS-1,SCADA,0
370,371.0,1.0,PS-2,SCADA,0
370,371.0,1.0,PS-3,SCADA,0
370,371.0,1.0,RTU-North,SCADA,0
370,371.0,1.0,RTU-South,SCADA,0
375,376.0,1.0,RTU-North,SCADA,0
375,376.0,1.0,RTU-South,SCADA,0
380,381.0,1.0,PS-1,SCADA,0
380,381.0,1.0,PS-2,SCADA,0
380,381.0,1.0,PS-3,SCADA,0
380,381.0,1.0,RTU-North,SCADA,0
380,381.0,1.0,RTU-South,SCADA,0
385,386.0,1.0,RTU-North,SCADA,0
385,386.0,1.0,RTU-South,SCADA,0
390,391.0,1.0,PS-1,SCADA,0
390,391.0,1.0,PS-2,SCADA,0
390,391.0,1.0,PS-3,SCADA,0
390,391.0,1.0,RTU-North,SCADA,0
390,391.0,1.0,RTU-South,SCADA,0
395,396.0,1.0,RTU-North,SCADA,0
395,396.0,1.0,RTU-South,SCADA,0
400,401.0,1.0,PS-1,SCADA,0
400,401.0,1.0,PS-2,SCADA,0
400,401.0,1.0,PS-3,SCADA,0
400,401.0,1.0,RTU-North,SCADA,0
400,401.0,1.0,RTU-South,SCADA,0
405,406.0,1.0,RTU-North,SCADA,0
405,406.0,1.0,RTU-South,SCADA,0
410,411.0,1.0,PS-1,SCADA,0
410,411.0,1.0,PS-2,SCADA,0
410,411.0,1.0,PS-3,SCADA,0
410,411.0,1.0,RTU-North,SCADA,0
410,411.0,1.0,RTU-South,SCADA,0
415,416.0,1.0,RTU-North,SCADA,0
415,416.0,1.0,RTU-South,SCADA,0
420,421.0,1.0,HOME-1,MDMS-North,0
420,421.0,1.0,HOME-2,MDMS-North,0
420,421.0,1.0,HOME-3,MDMS-North,0
420,421.0,1.0,HOME-4,MDMS-North,0
420,421.0,1.0,HOME-5,MDMS-North,0
420,421.0,1.0,HOME-6,MDMS-South,0
420,421.0,1.0,HOME-7,MDMS-South,0
420,421.0,1.0,HOME-8,MDMS-South,0
420,421.0,1.0,HOME-9,MDMS-South,0
420,421.0,1.0,HOME-10,MDMS-South,0
420,421.0,1.0,PS-1,SCADA,0
420,421.0,1.0,PS-2,SCADA,0
420,421.0,1.0,PS-3,SCADA,0
420,421.0,1.0,RTU-North,SCADA,0
420,421.0,1.0,RTU-South,SCADA,0
425,426.0,1.0,RTU-North,SCADA,0
425,426.0,1.0,RTU-South,SCADA,0
430,431.0,1.0,PS-1,SCADA,0
430,431.0,1.0,PS-2,SCADA,0
430,431.0,1.0,PS-3,SCADA,0
430,431.0,1.0,RTU-North,SCADA,0
430,431.0,1.0,RTU-South,SCADA,0
435,436.0,1.0,RTU-North,SCADA,0
435,436.0,1.0,RTU-South,SCADA,0
440,441.0,1.0,PS-1,SCADA,0
440,441.0,1.0,PS-2,SCADA,0
440,441.0,1.0,PS-3,SCADA,0
440,441.0,1.0,RTU-North,SCADA,0
440,441.0,1.0,RTU-South,SCADA,0
445,446.0,1.0,RTU-North,SCADA,0
445,446.0,1.0,RTU-South,SCADA,0
450,451.0,1.0,PS-1,SCADA,0
450,451.0,1.0,PS-2,SCADA,0
450,451.0,1.0,PS-3,SCADA,0
450,451.0,1.0,RTU-North,SCADA,0
450,451.0,1.0,RTU-South,SCADA,0
455,456.0,1.0,RTU-North,SCADA,0
455,456.0,1.0,RTU-South,SCADA,0
460,461.0,1.0,PS-1,SCADA,0
460,461.0,1.0,PS-2,SCADA,0
460,461.0,1.0,PS-3,SCADA,0
460,461.0,1.0,RTU-North,SCADA,0
460,461.0,1.0,RTU-South,SCADA,0
465,466.0,1.0,RTU-North,SCADA,0
465,466.0,1.0,RTU-South,SCADA,0
470,471.0,1.0,PS-1,SCADA,0
470,471.0,1.0,PS-2,SCADA,0
470,471.0,1.0,PS-3,SCADA,0
470,471.0,1.0,RTU-North,SCADA,0
470,471.0,1.0,RTU-South,SCADA,0
475,476.0,1.0,RTU-North,SCADA,0
475,476.0,1.0,RTU-South,SCADA,0
480,481.0,1.0,HOME-1,MDMS-North,0
480,481.0,1.0,HOME-2,MDMS-North,0
480,481.0,1.0,HOME-3,MDMS-North,0
480,481.0,1.0,HOME-4,MDMS-North,0
480,481.0,1.0,HOME-5,MDMS-North,0
480,481.0,1.0,HOME-6,MDMS-South,0
480,481.0,1.0,HOME-7,MDMS-South,0
480,481.0,1.0,HOME-8,MDMS-South,0
480,481.0,1.0,HOME-9,MDMS-South,0
480,481.0,1.0,HOME-10,MDMS-South,0
480,481.0,1.0,PS-1,SCADA,0
480,481.0,1.0,PS-2,SCADA,0
480,481.0,1.0,PS-3,SCADA,0
480,481.0,1.0,RTU-North,SCADA,0
480,481.0,1.0,RTU-South,SCADA,0
485,486.0,1.0,RTU-North,SCADA,0
485,486.0,1.0,RTU-South,SCADA,0
490,491.0,1.0,PS-1,SCADA,0
490,491.0,1.0,PS-2,SCADA,0
490,491.0,1.0,PS-3,SCADA,0
490,491.0,1.0,RTU-North,SCADA,0
490,491.0,1.0,RTU-South,SCADA,0
495,496.0,1.0,RTU-North,SCADA,0
495,496.0,1.0,RTU-South,SCADA,0
500,501.0,1.0,PS-1,SCADA,0
500,501.0,1.0,PS-2,SCADA,0
500,501.0,1.0,PS-3,SCADA,0
500,501.0,1.0,RTU-North,SCADA,0
500,501.0,1.0,RTU-South,SCADA,0
505,506.0,1.0,RTU-North,SCADA,0
505,506.0,1.0,RTU-South,SCADA,0
510,511.0,1.0,PS-1,SCADA,0
510,511.0,1.0,PS-2,SCADA,0
510,511.0,1.0,PS-3,SCADA,0
510,511.0,1.0,RTU-North,SCADA,0
510,511.0,1.0,RTU-South,SCADA,0
515,516.0,1.0,RTU-North,SCADA,0
515,516.0,1.0,RTU-South,SCADA,0
520,521.0,1.0,PS-1,SCADA,0
520,521.0,1.0,PS-2,SCADA,0
520,521.0,1.0,PS-3,SCADA,0
520,521.0,1.0,RTU-North,SCADA,0
520,521.0,1.0,RTU-South,SCADA,0
525,526.0,1.0,RTU-North,SCADA,0
525,526.0,1.0,RTU-South,SCADA,0
530,531.0,1.0,PS-1,SCADA,0
530,531.0,1.0,PS-2,SCADA,0
530,531.0,1.0,PS-3,SCADA,0
530,531.0,1.0,RTU-North,SCADA,0
530,531.0,1.0,RTU-South,SCADA,0
535,536.0,1.0,RTU-North,SCADA,0
535,536.0,1.0,RTU-South,SCADA,0
540,541.0,1.0,HOME-1,MDMS-North,0
540,541.0,1.0,HOME-2,MDMS-North,0
540,541.0,1.0,HOME-3,MDMS-North,0
540,541.0,1.0,HOME-4,MDMS-North,0
540,541.0,1.0,HOME-5,MDMS-North,0
540,541.0,1.0,HOME-6,MDMS-South,0
540,541.0,1.0,HOME-7,MDMS-South,0
540,541.0,1.0,HOME-8,MDMS-South,0
540,541.0,1.0,HOME-9,MDMS-South,0
540,541.0,1.0,HOME-10,MDMS-South,0
540,541.0,1.0,PS-1,SCADA,0
540,541.0,1.0,PS-2,SCADA,0
540,541.0,1.0,PS-3,SCADA,0
540,541.0,1.0,RTU-North,SCADA,0
540,541.0,1.0,RTU-South,SCADA,0
545,546.0,1.0,RTU-North,SCADA,0
545,546.0,1.0,RTU-South,SCADA,0
550,551.0,1.0,PS-1,SCADA,0
550,551.0,1.0,PS-2,SCADA,0
550,551.0,1.0,PS-3,SCADA,0
550,551.0,1.0,RTU-North,SCADA,0
550,551.0,1.0,RTU-South,SCADA,0
555,556.0,1.0,RTU-North,SCADA,0
555,556.0,1.0,RTU-South,SCADA,0
560,561.0,1.0,PS-1,SCADA,0
560,561.0,1.0,PS-2,SCADA,0
560,561.0,1.0,PS-3,SCADA,0
560,561.0,1.0,RTU-North,SCADA,0
560,561.0,1.0,RTU-South,SCADA,0
565,566.0,1.0,RTU-North,SCADA,0
565,566.0,1.0,RTU-South,SCADA,0
570,571.0,1.0,PS-1,SCADA,0
570,571.0,1.0,PS-2,SCADA,0
570,571.0,1.0,PS-3,SCADA,0
570,571.0,1.0,RTU-North,SCADA,0
570,571.0,1.0,RTU-South,SCADA,0
575,576.0,1.0,RTU-North,SCADA,0
575,576.0,1.0,RTU-South,SCADA,0
580,581.0,1.0,PS-1,SCADA,0
580,581.0,1.0,PS-2,SCADA,0
580,581.0,1.0,PS-3,SCADA,0
580,581.0,1.0,RTU-North,SCADA,0
580,581.0,1.0,RTU-South,SCADA,0
585,586.0,1.0,RTU-North,SCADA,0
585,586.0,1.0,RTU-South,SCADA,0
590,591.0,1.0,PS-1,SCADA,0
590,591.0,1.0,PS-2,SCADA,0
590,591.0,1.0,PS-3,SCADA,0
590,591.0,1.0,RTU-North,SCADA,0
590,591.0,1.0,RTU-South,SCADA,0
595,596.0,1.0,RTU-North,SCADA,0
595,596.0,1.0,RTU-South,SCADA,0
600,601.0,1.0,HOME-1,MDMS-North,0
600,601.0,1.0,HOME-2,MDMS-North,0
600,601.0,1.0,HOME-3,MDMS-North,0
600,601.0,1.0,HOME-4,MDMS-North,0
600,601.0,1.0,HOME-5,MDMS-North,0
600,601.0,1.0,HOME-6,MDMS-South,0
600,601.0,1.0,HOME-7,MDMS-South,0
600,601.0,1.0,HOME-8,MDMS-South,0
600,601.0,1.0,HOME-9,MDMS-South,0
600,601.0,1.0,HOME-10,MDMS-South,0
600,601.0,1.0,PS-1,SCADA,0
600,601.0,1.0,PS-2,SCADA,0
600,601.0,1.0,PS-3,SCADA,0
600,601.0,1.0,RTU-North,SCADA,0
600,601.0,1.0,RTU-South,SCADA,0
605,606.0,1.0,RTU-North,SCADA,0
605,606.0,1.0,RTU-South,SCADA,0
610,611.0,1.0,PS-1,SCADA,0
610,611.0,1.0,PS-2,SCADA,0
610,611.0,1.0,PS-3,SCADA,0
610,611.0,1.0,RTU-North,SCADA,0
610,611.0,1.0,RTU-South,SCADA,0
615,616.0,1.0,RTU-North,SCADA,0
615,616.0,1.0,RTU-South,SCADA,0
620,621.0,1.0,PS-1,SCADA,0
620,621.0,1.0,PS-2,SCADA,0
620,621.0,1.0,PS-3,SCADA,0
620,621.0,1.0,RTU-North,SCADA,0
620,621.0,1.0,RTU-South,SCADA,0
625,626.0,1.0,RTU-North,SCADA,0
625,626.0,1.0,RTU-South,SCADA,0
630,631.0,1.0,PS-1,SCADA,0
630,631.0,1.0,PS-2,SCADA,0
630,631.0,1.0,PS-3,SCADA,0
630,631.0,1.0,RTU-North,SCADA,0
630,631.0,1.0,RTU-South,SCADA,0
635,636.0,1.0,RTU-North,SCADA,0
635,636.0,1.0,RTU-South,SCADA,0
640,641.0,1.0,PS-1,SCADA,0
640,641.0,1.0,PS-2,SCADA,0
640,641.0,1.0,PS-3,SCADA,0
640,641.0,1.0,RTU-North,SCADA,0
640,641.0,1.0,RTU-South,SCADA,0
645,646.0,1.0,RTU-North,SCADA,0
645,646.0,1.0,RTU-South,SCADA,0
650,651.0,1.0,PS-1,SCADA,0
650,651.0,1.0,PS-2,SCADA,0
650,651.0,1.0,PS-3,SCADA,0
650,651.0,1.0,RTU-North,SCADA,0
650,651.0,1.0,RTU-South,SCADA,0
655,656.0,1.0,RTU-North,SCADA,0
655,656.0,1.0,RTU-South,SCADA,0
660,661.0,1.0,HOME-1,MDMS-North,0
660,661.0,1.0,HOME-2,MDMS-North,0
660,661.0,1.0,HOME-3,MDMS-North,0
660,661.0,1.0,HOME-4,MDMS-North,0
660,661.0,1.0,HOME-5,MDMS-North,0
660,661.0,1.0,HOME-6,MDMS-South,0
660,661.0,1.0,HOME-7,MDMS-South,0
660,661.0,1.0,HOME-8,MDMS-South,0
660,661.0,1.0,HOME-9,MDMS-South,0
660,661.0,1.0,HOME-10,MDMS-South,0
660,661.0,1.0,PS-1,SCADA,0
660,661.0,1.0,PS-2,SCADA,0
660,661.0,1.0,PS-3,SCADA,0
660,661.0,1.0,RTU-North,SCADA,0
660,661.0,1.0,RTU-South,SCADA,0
665,666.0,1.0,RTU-North,SCADA,0
665,666.0,1.0,RTU-South,SCADA,0
670,671.0,1.0,PS-1,SCADA,0
670,671.0,1.0,PS-2,SCADA,0
670,671.0,1.0,PS-3,SCADA,0
670,671.0,1.0,RTU-North,SCADA,0
670,671.0,1.0,RTU-South,SCADA,0
675,676.0,1.0,RTU-North,SCADA,0
675,676.0,1.0,RTU-South,SCADA,0
680,681.0,1.0,PS-1,SCADA,0
680,681.0,1.0,PS-2,SCADA,0
680,681.0,1.0,PS-3,SCADA,0
680,681.0,1.0,RTU-North,SCADA,0
680,681.0,1.0,RTU-South,SCADA,0
685,686.0,1.0,RTU-North,SCADA,0
685,686.0,1.0,RTU-South,SCADA,0
690,691.0,1.0,PS-1,SCADA,0
690,691.0,1.0,PS-2,SCADA,0
690,691.0,1.0,PS-3,SCADA,0
